frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
959,1,[128.0319580813991 56.49653842727419 461.0581227450368 311.0226692099392],[245 190 366 216],0.891891897,02너1236,0.9951
960,1,[127.2664482762197 56.41665811891913 461.16098416272126 312.36630856262866],[244 190 366 217],0.892269373,02너1236,0.9959
961,1,[126.48243991642886 56.70410956486856 461.59268483283364 314.42981880132345],[244 191 366 218],0.890265167,02너1236,0.9947
962,1,[126.3511872688994 56.63894203813149 462.3383575161523 315.2596756241808],[244 191 367 218],0.893960238,02너1236,0.9963
963,1,[126.34214390852009 56.25880596454971 463.23188358765304 315.2581750913868],[245 191 368 219],0.890517116,02너1236,0.9964
964,1,[126.18865792572058 55.629127967806085 464.4911327436836 315.6475743677205],[245 191 369 219],0.888255894,02너1236,0.997
965,1,[126.10110169837648 55.12518623477203 465.6206898761957 316.07962688900466],[245 192 369 219],0.889720619,02너1236,0.9958
966,1,[125.40576414554843 55.048355655388264 466.0378795018594 316.7689814827632],[245 192 369 220],0.889808834,02너1236,0.9964
967,1,[124.39723734487401 54.90166239537439 466.08491092495456 317.22394981714484],[244 192 369 220],0.885736108,02너1236,0.9948
968,1,[124.00902218188097 54.479504677099186 466.7293107939032 317.6637327855768],[244 193 369 220],0.888871014,02너1236,0.9956
969,1,[123.77916593784204 54.50768631032159 467.236793556976 318.26841363562187],[245 193 369 221],0.895663679,02너1236,0.9949
970,1,[123.79362588985643 54.15272983260371 467.9062648146621 318.28752072167765],[244 193 370 221],0.887185454,02너1236,0.9948
971,1,[123.22334674922197 53.52491381154431 468.1586747713676 318.6003944399087],[244 193 370 221],0.89030683,02너1236,0.9944
972,1,[122.65105462943836 53.62311213803861 468.51263756698404 319.7693318946423],[244 193 370 222],0.881820142,02너1236,0.9948
973,1,[122.20198105815487 53.464224213973665 469.4950271364123 321.2295077680433],[244 194 371 222],0.88171339,02너1236,0.9959
974,1,[121.60703925574867 53.51916151535741 470.4073843149307 322.89092866399585],[244 194 371 222],0.881579757,02너1236,0.9956
975,1,[120.81221358046699 52.765281609925296 470.5778315172471 322.86352282514275],[243 194 372 224],0.876746595,02너1236,0.9974
976,1,[120.05918361182083 52.913786373612794 471.09120952986075 324.36577572829754],[242 195 373 225],0.879575312,02너1236,0.9974
977,1,[119.28185351921508 52.72580446472841 471.7765149506202 325.16905175235627],[242 195 373 225],0.878245533,02너1236,0.9967
978,1,[118.91270323496761 52.391324311570685 472.76326709357227 326.3762232903176],[242 195 374 225],0.881604671,02너1236,0.9965
979,1,[118.72963483709168 51.98734033841424 473.83272202944124 327.09674637684196],[243 196 375 226],0.881904066,02너1236,0.9966
980,1,[117.89937487849096 51.53515083772126 475.11819414799135 328.33207255251455],[243 196 375 226],0.883170903,02너1236,0.9973
981,1,[116.89047798273262 51.527515659831664 476.17918324971004 329.9667353082565],[243 197 376 227],0.884236991,02너1236,0.9966
982,1,[116.52499117123884 51.04704924238746 477.846079859032 330.48098397931574],[243 199 377 228],0.895955443,02너1236,0.9934
983,1,[115.3872460334182 50.930113383593834 478.99751591369517 330.966839249426],[243 200 376 229],0.890946448,02너1236,0.9952
984,1,[113.88604342786834 50.99492208139296 479.58150858808335 331.8215854054391],[243 200 377 229],0.890561938,02너1236,0.9944
985,1,[113.42561998721459 50.29554450665492 480.95869081264055 330.9074160414126],[243 201 378 230],0.891326606,02너1236,0.9967
986,1,[112.7772251418362 50.72049878467689 482.2253743674431 331.44186713972886],[243 201 379 231],0.892155886,02너1236,0.9935
987,1,[112.30261278717117 49.88438100765737 483.42701651742686 329.877142726775],[244 202 380 232],0.890322149,02너1236,0.996
988,1,[111.20139278209135 49.782771080949175 484.21094112702883 328.38540259530873],[243 202 380 233],0.888891816,02너1236,0.9948
989,1,[110.32968276648904 51.61716790301992 484.86210872756345 332.2662433673636],[242 203 381 234],0.893519163,02너1236,0.9965
990,1,[109.89482840355575 53.100794332133574 485.8621063030615 336.8673918558957],[242 204 381 234],0.886530876,02너1236,0.9923
991,1,[109.19410353560912 53.86677664570408 486.7732686118677 341.00347886017283],[243 205 381 235],0.890839398,02너1236,0.9946
992,1,[108.56569532718217 53.92076900929379 488.12960104116144 344.0820374639117],[242 205 382 236],0.890767872,02너1236,0.9945
993,1,[108.1762068812775 53.57945308140032 489.4426221547054 346.2221451129334],[242 206 383 237],0.889840961,02너1236,0.9908
994,1,[107.46348388241839 52.98863049330791 490.49828829148896 347.44888078647784],[243 206 383 238],0.89393115,02너1236,0.9936
995,1,[106.4184085650227 52.6140575597162 491.0116502376702 348.6713332325712],[242 207 383 238],0.891318619,02너1236,0.9931
996,1,[105.92816969015368 52.74168632313365 491.94501221804626 350.78005309488645],[242 207 383 238],0.890243709,02너1236,0.9936
997,1,[105.49698097717882 52.42308200914326 492.5374463745044 351.9028997733459],[242 208 384 239],0.890121639,02너1236,0.9933
998,1,[105.61890307047014 52.030909690736905 493.1224275126427 352.55496099545786],[243 208 384 239],0.890396714,02너1236,0.9923
999,1,[105.11768702214525 51.867598709401705 493.2312193485801 353.42692206798887],[243 208 384 239],0.891455889,02너1236,0.9939
1000,1,[104.82293577857652 51.415817688383584 493.3692359678332 353.45429730041195],[243 209 384 239],0.891035676,02너1236,0.9945
1001,1,[105.09808641075145 51.79778972627898 493.6813490385306 354.17973870526885],[243 209 384 240],0.888616741,02너1236,0.9936
1002,1,[105.1953965944684 51.86690851203889 493.80082716389234 354.4962437030844],[243 209 384 239],0.887635469,02너1236,0.9934
1003,1,[105.69230323742605 51.64570985957607 494.0323490367733 354.17689540654663],[243 208 384 239],0.887576878,02너1236,0.9943
1004,1,[105.92584868170357 51.56524172651052 494.0678068150023 354.02132159973013],[243 208 384 239],0.888015389,02너1236,0.9948
1005,1,[106.04716724803669 51.53611985597183 494.0402128051576 353.9339772941779],[243 208 384 238],0.888258636,02너1236,0.9934
1006,1,[106.1186371779277 51.3354750204804 493.9961201720655 353.41353747622907],[244 207 384 237],0.887545705,02너1236,0.9948
1007,1,[106.1644227332514 51.306589710824966 493.95307499995863 353.1480650349247],[244 207 384 237],0.889415622,02너1236,0.9945
1008,1,[106.1944759507945 50.866725404295664 493.91705111107524 352.806021580497],[243 206 384 237],0.890898168,02너1236,0.9933
1009,1,[105.75557845174345 50.29775663887716 493.69433158502363 351.75806792216645],[243 206 384 236],0.894992113,02너1236,0.9937
1010,1,[105.55098903686121 50.162069736892846 493.642819767275 351.27044514833767],[243 206 384 236],0.895008922,02너1236,0.994
1011,1,[105.44716905641107 50.17095552814882 493.646349202425 351.01977645529917],[243 206 383 236],0.895913661,02너1236,0.9915
1012,1,[106.04290372767494 50.21953433652064 494.3162524200237 350.87605717044823],[244 206 384 236],0.895189643,02너1236,0.9926
1013,1,[106.06671748823175 50.2727032802803 494.1164227149142 350.78424093225465],[244 206 384 236],0.895017505,02너1236,0.9941
1014,1,[105.64720981930381 50.697329746508416 493.8110847738425 351.6487986300383],[243 207 384 237],0.888060868,02너1236,0.9948
1015,1,[105.93184928536317 50.78242811843927 493.90088338550987 352.0495980336437],[243 207 384 237],0.886944294,02너1236,0.9944
1016,1,[106.07491300148746 50.7577749869607 493.8976125165063 352.25276491997954],[243 207 384 237],0.889802158,02너1236,0.994
1017,1,[106.15536113447098 50.70668159185334 493.8672944678696 352.36518613486186],[243 207 384 237],0.889570951,02너1236,0.9938
1018,1,[106.20737504318029 50.467268158782844 493.83134233061185 351.9686730777287],[243 207 384 237],0.889553249,02너1236,0.9938
1019,1,[106.24429959497104 50.213479828396004 493.797710818337 351.3231231892705],[243 206 384 237],0.888079524,02너1236,0.9937
1020,1,[105.61700038137252 49.722418625668126 493.1177277621188 350.81750588484255],[243 206 383 237],0.892655313,02너1236,0.9938
1021,1,[105.38957991558962 50.19328508726733 492.8482067975318 351.27491112864493],[243 206 383 237],0.89244318,02너1236,0.9939
1022,1,[105.5046128117144 50.1861017039308 493.19969025665773 350.9825806887975],[243 206 384 237],0.891666472,02너1236,0.9932
1023,1,[105.9732266111512 50.235236256651945 493.56336351927655 350.81957050919937],[243 206 384 237],0.888156533,02너1236,0.9915
1024,1,[105.70805741322891 50.29175233836824 493.4916808306811 350.72030815070593],[243 206 384 237],0.889396608,02너1236,0.992
1025,1,[105.57490233622113 49.6891327506591 493.49617358064245 350.0014329952883],[243 206 384 236],0.891874254,02너1236,0.9948
1026,1,[105.5020058562767 49.48322235024992 493.52023403460964 349.7080714381741],[243 206 384 236],0.895810783,02너1236,0.9947
1027,1,[104.78010672428542 49.41750745480209 492.91135508482097 349.5248230887916],[242 206 382 236],0.896087646,02너1236,0.9925
1029,1,[105.06991644411079 48.76632797490106 493.24758569935403 348.6019813720358],[243 206 384 236],0.894690275,02너1236,0.9935
1030,1,[105.16937724036228 49.170612991672556 493.08879926024775 349.05076355374024],[243 206 383 236],0.897007108,02너1236,0.994
1031,1,[105.21692032449954 49.48178441750062 492.7878785029449 349.375503476576],[242 206 383 236],0.894315541,02너1236,0.9949
1032,1,[105.26079153367093 49.51649088853674 492.71996010529585 349.41092039141915],[242 206 383 236],0.898688495,02너1236,0.9932
1033,1,[104.83775967265984 49.34139363392643 492.48280576560234 348.9616531944484],[242 206 382 236],0.897688746,02너1236,0.9933
1034,1,[104.64588606648175 49.51462865571446 492.42669420810654 349.2068711738783],[242 206 382 236],0.896943152,02너1236,0.9949
1035,1,[104.55271878948108 49.57036665400071 492.42952884689055 349.31275289108316],[242 206 382 236],0.897046387,02너1236,0.9949
1036,1,[104.50405901462537 49.58473426275094 492.44788672012476 349.3613566330275],[242 206 383 236],0.896692276,02너1236,0.9958
1037,1,[104.4772691219404 49.585921927869464 492.4669919191522 349.3851973144906],[242 206 383 236],0.89632684,02너1236,0.996
1038,1,[104.46232305451221 49.584003487742194 492.48255472287246 349.3975025446988],[241 206 382 236],0.894822001,02너1236,0.9935
1039,1,[104.26477371492967 48.93042013485933 492.0305901438795 348.749829577167],[242 205 383 236],0.893776476,02너1236,0.9949
1040,1,[103.9639476861696 48.68138293101762 492.0886191515589 348.5072257649258],[241 205 382 236],0.894110978,02너1236,0.9916
1041,1,[103.79077564720833 48.58930378460869 492.17443793472376 348.41758253466344],[241 205 382 235],0.892230451,02너1236,0.9914
1042,1,[103.49191561984841 48.09578262407126 491.79205830992635 348.19466071913115],[241 205 382 235],0.890102327,02너1236,0.9931
1043,1,[103.5889101610226 47.674383894231056 492.09490322257193 347.69735111558214],[242 205 382 235],0.890696764,02너1236,0.9951
1044,1,[103.3839010898082 47.49588404456321 491.8682875872157 347.41507446395906],[241 205 382 235],0.890717566,02너1236,0.9948
1045,1,[102.8803339408783 47.69568400184653 491.4215968597294 347.82658222189724],[241 205 382 235],0.891238749,02너1236,0.9945
1046,1,[103.14263929502718 47.734129354620336 491.5408042607455 348.0410571089809],[241 205 382 235],0.891099274,02너1236,0.9948
1047,1,[102.80616120984192 47.90993311301176 491.37534960093603 348.61924159071907],[241 205 382 235],0.890725434,02너1236,0.9944
1048,1,[103.30796686169808 47.71908778223741 491.99461846718566 348.4465002302045],[241 205 382 235],0.890826046,02너1236,0.9949
1049,1,[103.99631142791367 47.15621777176028 492.5543833252506 348.1715491982536],[242 205 382 235],0.891343832,02너1236,0.9942
1050,1,[104.3468282884038 46.804913965005255 492.6300744215523 348.16492130037267],[242 205 383 235],0.891862392,02너1236,0.9951
1051,1,[104.45206078316306 46.69720096457337 492.57975402070196 348.2342124865394],[242 205 383 235],0.891655266,02너1236,0.9952
1052,1,[104.49874502475163 46.656430912074995 492.534743928805 348.2810024416874],[242 205 383 235],0.891495883,02너1236,0.995
1053,1,[103.4103585732451 46.45126188194439 491.6592080209717 347.84363371025273],[241 205 382 235],0.88920182,02너1236,0.9946
1054,1,[103.11607329118743 46.67918090480046 491.48637574619744 347.9111642491773],[241 205 382 235],0.889329135,02너1236,0.9945
1055,1,[103.62889784009295 46.72948015589748 491.96306951262625 348.23224828508404],[241 205 382 235],0.889072239,02너1236,0.9945
1056,1,[103.67101427864716 46.69387095373108 492.3209438454543 348.29277430139234],[242 205 382 235],0.889535308,02너1236,0.9949
1057,1,[103.44971826221624 46.49630517875573 491.90702152785195 347.84062541765167],[242 205 382 235],0.890420198,02너1236,0.9953
1058,1,[103.47038879244542 46.5376976195881 491.51531882715904 347.4310362966778],[242 205 382 235],0.889666557,02너1236,0.9947
1059,1,[103.52965689681614 46.60315903441352 491.4432251999591 347.3557105262973],[242 205 382 235],0.88943702,02너1236,0.9946
1060,1,[103.57123559834326 47.109532313925314 491.40431156307295 347.50750924858085],[242 205 382 235],0.888855636,02너1236,0.9952
1061,1,[103.59776997023664 47.01552537965671 491.38189402330704 347.2934058375535],[242 205 382 235],0.889387727,02너1236,0.9953
1062,1,[104.26538605877269 46.34144464912475 492.02388078216836 347.0232947478793],[242 205 382 235],0.890006244,02너1236,0.9946
1063,1,[103.96144070381956 45.94823242708529 491.7022272985648 347.0400260879692],[241 204 382 235],0.888789415,02너1236,0.9943
1064,1,[103.67618822631653 46.28314143020654 491.3968064756825 347.31457669185465],[241 204 382 235],0.888556123,02너1236,0.9934
1065,1,[103.64599427075427 46.628247131448234 491.3375351961796 347.3479506070506],[241 204 382 235],0.888868093,02너1236,0.9935
1066,1,[103.65359732029765 46.687174061322 491.32902249897916 347.30853950072003],[242 205 382 235],0.890134692,02너1236,0.9943
1067,1,[103.66399872824786 46.5277914713605 491.3212095237668 346.81796257881166],[242 205 382 235],0.89002949,02너1236,0.994
1068,1,[103.67466336736891 46.54905712739338 491.3131527678628 346.4585964911705],[242 205 382 235],0.890137553,02너1236,0.9943
1069,1,[103.6816377117546 46.82129649619904 491.3083838194154 346.7974279827905],[242 205 382 235],0.890358448,02너1236,0.9947
1070,1,[103.68708966782629 46.875286867249514 491.30474643893785 347.08236893411674],[241 205 382 235],0.890655637,02너1236,0.9941
1071,1,[103.22974485657883 46.838329964832724 491.1106019523272 347.1667152875564],[241 205 382 235],0.890981555,02너1236,0.994
1072,1,[102.24271792755493 47.2733662191055 490.45423335312364 347.389577904273],[240 205 381 235],0.891506493,02너1236,0.9942
1073,1,[101.9324298915958 47.2988754570612 490.23867370828805 346.9578498244472],[240 205 381 235],0.890932798,02너1236,0.994
1074,1,[101.80262582680894 47.38798186059125 490.1759160374064 346.71265199597644],[241 205 381 235],0.89201653,02너1236,0.9947
1075,1,[101.74628190170657 47.48035229995193 490.16670032391403 346.5601857281422],[241 205 381 235],0.892675161,02너1236,0.9939
1076,1,[101.70994158315239 47.62010607939084 490.1854640832137 346.38810448453825],[240 205 381 235],0.891915143,02너1236,0.9934
1077,1,[101.51599563230891 48.321165261839184 489.7326131460918 346.9893592738448],[240 205 381 235],0.893038988,02너1236,0.9932
1078,1,[101.02610854632417 48.13991704585908 489.33042524834036 347.01018388904345],[240 205 381 235],0.893366218,02너1236,0.9944
1079,1,[100.83168869531096 47.84487960503199 489.19426990671536 346.5877329552095],[240 205 381 235],0.893740654,02너1236,0.9934
1080,1,[101.86720138135627 48.598663889100834 490.0014355946952 347.51840304339464],[240 205 381 236],0.892087579,02너1236,0.9941
1081,1,[102.4885180977326 49.884467937394305 490.7391964920939 349.48105960880105],[240 205 381 235],0.898281991,02너1236,0.994
1082,1,[102.71077749921002 49.8698250059831 491.03406524783475 349.41333376048044],[241 205 381 236],0.897588849,02너1236,0.9926
1083,1,[102.77999242697578 50.05678305365953 491.1593376654487 349.83408627577126],[240 205 381 236],0.898208678,02너1236,0.9949
1084,1,[102.14126992827642 50.053774753423255 490.5872250809887 350.1234559948483],[240 205 380 236],0.898968995,02너1236,0.9936
1085,1,[102.4409756455538 50.171057173444865 490.9222552090958 350.6661220697059],[240 205 381 236],0.898432851,02너1236,0.9935
1088,1,[102.7650314283292 50.13222562431372 491.26909698166696 351.6597975313523],[241 206 381 236],0.899901688,02너1236,0.9946
1091,1,[102.3966508258028 50.48483699666582 490.88344457039216 352.1643016021225],[241 206 381 236],0.899358213,02너1236,0.9953
1092,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.898445129,02너1236,0.9934
1112,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.897739708,02너1236,0.9911
1113,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.898868918,02너1236,0.9929
1114,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901771724,02너1236,0.9946
1115,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903859019,02너1236,0.9931
1116,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.907298803,02너1236,0.9933
1117,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904656172,02너1236,0.9927
1118,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901771247,02너1236,0.994
1119,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901608586,02너1236,0.9914
1120,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902059257,02너1236,0.9924
1121,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.9027825,02너1236,0.9936
1122,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904587686,02너1236,0.9941
1123,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904259562,02너1236,0.9921
1124,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90493089,02너1236,0.9918
1125,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.905536354,02너1236,0.9944
1126,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.905890346,02너1236,0.995
1127,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903814912,02너1236,0.9915
1128,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902938962,02너1236,0.9948
1129,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902686,02너1236,0.9924
1130,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902565479,02너1236,0.9927
1131,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904898763,02너1236,0.9922
1132,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90530026,02너1236,0.9924
1133,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90472281,02너1236,0.9916
1134,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90356946,02너1236,0.9916
1135,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903779149,02너1236,0.9919
1136,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904236197,02너1236,0.9903
1137,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903690279,02너1236,0.9924
1138,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903658628,02너1236,0.9924
1139,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903167427,02너1236,0.9919
1140,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904464006,02너1236,0.9919
1141,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90332818,02너1236,0.9919
1142,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902470946,02너1236,0.9924
1143,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902016461,02너1236,0.9916
1144,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902423859,02너1236,0.9922
1145,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901957691,02너1236,0.9927
1146,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901977658,02너1236,0.9937
1147,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.900460899,02너1236,0.993
1148,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902529836,02너1236,0.9907
1149,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902516663,02너1236,0.9887
1150,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902879357,02너1236,0.9878
1151,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901898086,02너1236,0.9883
1152,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901369631,02너1236,0.9921
1153,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901300848,02너1236,0.9916
1154,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90136081,02너1236,0.9922
1155,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.900737107,02너1236,0.9928
1156,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901196837,02너1236,0.9918
1157,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.900909781,02너1236,0.9931
1158,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901022136,02너1236,0.9937
1159,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901890039,02너1236,0.9938
1160,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902151287,02너1236,0.9911
1161,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902308226,02너1236,0.9914
1162,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.900641084,02너1236,0.9915
1163,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.901157856,02너1236,0.9919
1164,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.902968764,02너1236,0.9936
1165,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903217852,02너1236,0.9931
1166,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903195679,02너1236,0.9932
1167,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.903342068,02너1236,0.9929
1168,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904084504,02너1236,0.9935
1169,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906075954,02너1236,0.9942
1170,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90598923,02너1236,0.9911
1171,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.905180573,02너1236,0.9948
1172,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904868901,02너1236,0.9921
1173,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.905119061,02너1236,0.9876
1174,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.904638529,02너1236,0.9881
1175,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.905380249,02너1236,0.9912
1176,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906263411,02너1236,0.9904
1177,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906362534,02너1236,0.9909
1178,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906673908,02너1236,0.9906
1179,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906457305,02너1236,0.9894
1180,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90599668,02너1236,0.9926
1181,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906532347,02너1236,0.9921
1182,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.907474875,02너1236,0.9934
1183,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906374335,02너1236,0.9921
1184,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90579778,02너1236,0.9928
1185,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906443119,02너1236,0.9914
1186,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.906828105,02너1236,0.9903
1187,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.907317817,02너1236,0.9941
1188,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.907930732,02너1236,0.9916
1189,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908029616,02너1236,0.9882
1190,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908032537,02너1236,0.9905
1191,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90904212,02너1236,0.9922
1192,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908630729,02너1236,0.9904
1193,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908805847,02너1236,0.9925
1194,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908862293,02너1236,0.9902
1195,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.907762825,02너1236,0.9939
1196,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908306181,02너1236,0.9946
1197,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.9087255,02너1236,0.9941
1198,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908681989,02너1236,0.9926
1199,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908448517,02너1236,0.9914
1200,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908367217,02너1236,0.9936
1201,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.908044457,02너1236,0.994
1202,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.90854156,02너1236,0.9914
1203,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.909992158,02너1236,0.9935
1204,1,[102.82714787166347 50.49721098021553 491.57832304024714 351.81812595980966],[241 206 381 236],0.909804523,02너1236,0.9931
